"","steps","date","interval","day","DateTime"
"350",0,"2012-10-02",505,"Tuesday",2012-10-02
"351",0,"2012-10-02",510,"Tuesday",2012-10-02
"352",0,"2012-10-02",515,"Tuesday",2012-10-02
"353",0,"2012-10-02",520,"Tuesday",2012-10-02
"354",0,"2012-10-02",525,"Tuesday",2012-10-02
"355",0,"2012-10-02",530,"Tuesday",2012-10-02
"356",0,"2012-10-02",535,"Tuesday",2012-10-02
"357",0,"2012-10-02",540,"Tuesday",2012-10-02
"358",0,"2012-10-02",545,"Tuesday",2012-10-02
"359",0,"2012-10-02",550,"Tuesday",2012-10-02
"360",0,"2012-10-02",555,"Tuesday",2012-10-02
"361",0,"2012-10-02",600,"Tuesday",2012-10-02
"362",0,"2012-10-02",605,"Tuesday",2012-10-02
"363",0,"2012-10-02",610,"Tuesday",2012-10-02
"364",0,"2012-10-02",615,"Tuesday",2012-10-02
"365",0,"2012-10-02",620,"Tuesday",2012-10-02
"366",0,"2012-10-02",625,"Tuesday",2012-10-02
"367",0,"2012-10-02",630,"Tuesday",2012-10-02
"368",0,"2012-10-02",635,"Tuesday",2012-10-02
"369",0,"2012-10-02",640,"Tuesday",2012-10-02
"370",0,"2012-10-02",645,"Tuesday",2012-10-02
"371",0,"2012-10-02",650,"Tuesday",2012-10-02
"372",0,"2012-10-02",655,"Tuesday",2012-10-02
"373",0,"2012-10-02",700,"Tuesday",2012-10-02
"374",0,"2012-10-02",705,"Tuesday",2012-10-02
"375",0,"2012-10-02",710,"Tuesday",2012-10-02
"376",0,"2012-10-02",715,"Tuesday",2012-10-02
"377",0,"2012-10-02",720,"Tuesday",2012-10-02
"378",0,"2012-10-02",725,"Tuesday",2012-10-02
"379",0,"2012-10-02",730,"Tuesday",2012-10-02
"380",0,"2012-10-02",735,"Tuesday",2012-10-02
"381",0,"2012-10-02",740,"Tuesday",2012-10-02
"382",0,"2012-10-02",745,"Tuesday",2012-10-02
"383",0,"2012-10-02",750,"Tuesday",2012-10-02
"384",0,"2012-10-02",755,"Tuesday",2012-10-02
"385",0,"2012-10-02",800,"Tuesday",2012-10-02
"386",0,"2012-10-02",805,"Tuesday",2012-10-02
"387",0,"2012-10-02",810,"Tuesday",2012-10-02
"388",0,"2012-10-02",815,"Tuesday",2012-10-02
"389",0,"2012-10-02",820,"Tuesday",2012-10-02
"390",0,"2012-10-02",825,"Tuesday",2012-10-02
"391",0,"2012-10-02",830,"Tuesday",2012-10-02
"392",0,"2012-10-02",835,"Tuesday",2012-10-02
"393",0,"2012-10-02",840,"Tuesday",2012-10-02
"394",0,"2012-10-02",845,"Tuesday",2012-10-02
"395",0,"2012-10-02",850,"Tuesday",2012-10-02
"396",0,"2012-10-02",855,"Tuesday",2012-10-02
"397",0,"2012-10-02",900,"Tuesday",2012-10-02
"398",0,"2012-10-02",905,"Tuesday",2012-10-02
"399",0,"2012-10-02",910,"Tuesday",2012-10-02
"400",0,"2012-10-02",915,"Tuesday",2012-10-02
"401",0,"2012-10-02",920,"Tuesday",2012-10-02
"402",0,"2012-10-02",925,"Tuesday",2012-10-02
"403",0,"2012-10-02",930,"Tuesday",2012-10-02
"404",0,"2012-10-02",935,"Tuesday",2012-10-02
"405",0,"2012-10-02",940,"Tuesday",2012-10-02
"406",0,"2012-10-02",945,"Tuesday",2012-10-02
"407",0,"2012-10-02",950,"Tuesday",2012-10-02
"408",0,"2012-10-02",955,"Tuesday",2012-10-02
"409",0,"2012-10-02",1000,"Tuesday",2012-10-02
"410",0,"2012-10-02",1005,"Tuesday",2012-10-02
"411",0,"2012-10-02",1010,"Tuesday",2012-10-02
"412",0,"2012-10-02",1015,"Tuesday",2012-10-02
"413",0,"2012-10-02",1020,"Tuesday",2012-10-02
"414",0,"2012-10-02",1025,"Tuesday",2012-10-02
"415",0,"2012-10-02",1030,"Tuesday",2012-10-02
"416",0,"2012-10-02",1035,"Tuesday",2012-10-02
"417",0,"2012-10-02",1040,"Tuesday",2012-10-02
"418",0,"2012-10-02",1045,"Tuesday",2012-10-02
"419",0,"2012-10-02",1050,"Tuesday",2012-10-02
"420",0,"2012-10-02",1055,"Tuesday",2012-10-02
"421",0,"2012-10-02",1100,"Tuesday",2012-10-02
"422",0,"2012-10-02",1105,"Tuesday",2012-10-02
"423",0,"2012-10-02",1110,"Tuesday",2012-10-02
"424",0,"2012-10-02",1115,"Tuesday",2012-10-02
"425",0,"2012-10-02",1120,"Tuesday",2012-10-02
"426",0,"2012-10-02",1125,"Tuesday",2012-10-02
"427",0,"2012-10-02",1130,"Tuesday",2012-10-02
"428",0,"2012-10-02",1135,"Tuesday",2012-10-02
"429",0,"2012-10-02",1140,"Tuesday",2012-10-02
"430",0,"2012-10-02",1145,"Tuesday",2012-10-02
"431",0,"2012-10-02",1150,"Tuesday",2012-10-02
"432",0,"2012-10-02",1155,"Tuesday",2012-10-02
"433",0,"2012-10-02",1200,"Tuesday",2012-10-02
"434",0,"2012-10-02",1205,"Tuesday",2012-10-02
"435",0,"2012-10-02",1210,"Tuesday",2012-10-02
"436",0,"2012-10-02",1215,"Tuesday",2012-10-02
"437",0,"2012-10-02",1220,"Tuesday",2012-10-02
"438",0,"2012-10-02",1225,"Tuesday",2012-10-02
"439",0,"2012-10-02",1230,"Tuesday",2012-10-02
"440",0,"2012-10-02",1235,"Tuesday",2012-10-02
"441",0,"2012-10-02",1240,"Tuesday",2012-10-02
"442",0,"2012-10-02",1245,"Tuesday",2012-10-02
"443",0,"2012-10-02",1250,"Tuesday",2012-10-02
"444",0,"2012-10-02",1255,"Tuesday",2012-10-02
"445",0,"2012-10-02",1300,"Tuesday",2012-10-02
"446",0,"2012-10-02",1305,"Tuesday",2012-10-02
"447",0,"2012-10-02",1310,"Tuesday",2012-10-02
"448",0,"2012-10-02",1315,"Tuesday",2012-10-02
"449",0,"2012-10-02",1320,"Tuesday",2012-10-02
"450",0,"2012-10-02",1325,"Tuesday",2012-10-02
"451",0,"2012-10-02",1330,"Tuesday",2012-10-02
"452",0,"2012-10-02",1335,"Tuesday",2012-10-02
"453",0,"2012-10-02",1340,"Tuesday",2012-10-02
"454",0,"2012-10-02",1345,"Tuesday",2012-10-02
"455",0,"2012-10-02",1350,"Tuesday",2012-10-02
"456",0,"2012-10-02",1355,"Tuesday",2012-10-02
"457",0,"2012-10-02",1400,"Tuesday",2012-10-02
"458",0,"2012-10-02",1405,"Tuesday",2012-10-02
"459",0,"2012-10-02",1410,"Tuesday",2012-10-02
"460",0,"2012-10-02",1415,"Tuesday",2012-10-02
"461",0,"2012-10-02",1420,"Tuesday",2012-10-02
"462",0,"2012-10-02",1425,"Tuesday",2012-10-02
"463",0,"2012-10-02",1430,"Tuesday",2012-10-02
"464",0,"2012-10-02",1435,"Tuesday",2012-10-02
"465",0,"2012-10-02",1440,"Tuesday",2012-10-02
"466",0,"2012-10-02",1445,"Tuesday",2012-10-02
"467",0,"2012-10-02",1450,"Tuesday",2012-10-02
"468",0,"2012-10-02",1455,"Tuesday",2012-10-02
"469",0,"2012-10-02",1500,"Tuesday",2012-10-02
"470",0,"2012-10-02",1505,"Tuesday",2012-10-02
"471",0,"2012-10-02",1510,"Tuesday",2012-10-02
"472",0,"2012-10-02",1515,"Tuesday",2012-10-02
"473",0,"2012-10-02",1520,"Tuesday",2012-10-02
"474",0,"2012-10-02",1525,"Tuesday",2012-10-02
"475",0,"2012-10-02",1530,"Tuesday",2012-10-02
"476",0,"2012-10-02",1535,"Tuesday",2012-10-02
"477",0,"2012-10-02",1540,"Tuesday",2012-10-02
"478",0,"2012-10-02",1545,"Tuesday",2012-10-02
"479",0,"2012-10-02",1550,"Tuesday",2012-10-02
"480",0,"2012-10-02",1555,"Tuesday",2012-10-02
"481",0,"2012-10-02",1600,"Tuesday",2012-10-02
"482",0,"2012-10-02",1605,"Tuesday",2012-10-02
"483",0,"2012-10-02",1610,"Tuesday",2012-10-02
"484",0,"2012-10-02",1615,"Tuesday",2012-10-02
"485",0,"2012-10-02",1620,"Tuesday",2012-10-02
"486",0,"2012-10-02",1625,"Tuesday",2012-10-02
"487",0,"2012-10-02",1630,"Tuesday",2012-10-02
"488",0,"2012-10-02",1635,"Tuesday",2012-10-02
"489",0,"2012-10-02",1640,"Tuesday",2012-10-02
"490",0,"2012-10-02",1645,"Tuesday",2012-10-02
"491",0,"2012-10-02",1650,"Tuesday",2012-10-02
"492",0,"2012-10-02",1655,"Tuesday",2012-10-02
"493",0,"2012-10-02",1700,"Tuesday",2012-10-02
"494",0,"2012-10-02",1705,"Tuesday",2012-10-02
"495",0,"2012-10-02",1710,"Tuesday",2012-10-02
"496",0,"2012-10-02",1715,"Tuesday",2012-10-02
"497",0,"2012-10-02",1720,"Tuesday",2012-10-02
"498",0,"2012-10-02",1725,"Tuesday",2012-10-02
"499",0,"2012-10-02",1730,"Tuesday",2012-10-02
"500",0,"2012-10-02",1735,"Tuesday",2012-10-02
"501",0,"2012-10-02",1740,"Tuesday",2012-10-02
"502",0,"2012-10-02",1745,"Tuesday",2012-10-02
"503",0,"2012-10-02",1750,"Tuesday",2012-10-02
"504",0,"2012-10-02",1755,"Tuesday",2012-10-02
"505",0,"2012-10-02",1800,"Tuesday",2012-10-02
"506",0,"2012-10-02",1805,"Tuesday",2012-10-02
"507",0,"2012-10-02",1810,"Tuesday",2012-10-02
"508",0,"2012-10-02",1815,"Tuesday",2012-10-02
"509",0,"2012-10-02",1820,"Tuesday",2012-10-02
"510",0,"2012-10-02",1825,"Tuesday",2012-10-02
"511",0,"2012-10-02",1830,"Tuesday",2012-10-02
"512",0,"2012-10-02",1835,"Tuesday",2012-10-02
"513",0,"2012-10-02",1840,"Tuesday",2012-10-02
"514",0,"2012-10-02",1845,"Tuesday",2012-10-02
"515",0,"2012-10-02",1850,"Tuesday",2012-10-02
"516",0,"2012-10-02",1855,"Tuesday",2012-10-02
"517",0,"2012-10-02",1900,"Tuesday",2012-10-02
"518",0,"2012-10-02",1905,"Tuesday",2012-10-02
"519",0,"2012-10-02",1910,"Tuesday",2012-10-02
"520",0,"2012-10-02",1915,"Tuesday",2012-10-02
"521",0,"2012-10-02",1920,"Tuesday",2012-10-02
"522",0,"2012-10-02",1925,"Tuesday",2012-10-02
"523",0,"2012-10-02",1930,"Tuesday",2012-10-02
"524",0,"2012-10-02",1935,"Tuesday",2012-10-02
"525",0,"2012-10-02",1940,"Tuesday",2012-10-02
"526",0,"2012-10-02",1945,"Tuesday",2012-10-02
"527",0,"2012-10-02",1950,"Tuesday",2012-10-02
"528",0,"2012-10-02",1955,"Tuesday",2012-10-02
"529",0,"2012-10-02",2000,"Tuesday",2012-10-02
"530",0,"2012-10-02",2005,"Tuesday",2012-10-02
"531",0,"2012-10-02",2010,"Tuesday",2012-10-02
"532",0,"2012-10-02",2015,"Tuesday",2012-10-02
"533",0,"2012-10-02",2020,"Tuesday",2012-10-02
"534",0,"2012-10-02",2025,"Tuesday",2012-10-02
"535",0,"2012-10-02",2030,"Tuesday",2012-10-02
"536",0,"2012-10-02",2035,"Tuesday",2012-10-02
"537",0,"2012-10-02",2040,"Tuesday",2012-10-02
"538",0,"2012-10-02",2045,"Tuesday",2012-10-02
"539",0,"2012-10-02",2050,"Tuesday",2012-10-02
"540",0,"2012-10-02",2055,"Tuesday",2012-10-02
"541",0,"2012-10-02",2100,"Tuesday",2012-10-02
"542",0,"2012-10-02",2105,"Tuesday",2012-10-02
"543",0,"2012-10-02",2110,"Tuesday",2012-10-02
"544",0,"2012-10-02",2115,"Tuesday",2012-10-02
"545",0,"2012-10-02",2120,"Tuesday",2012-10-02
"546",0,"2012-10-02",2125,"Tuesday",2012-10-02
"547",0,"2012-10-02",2130,"Tuesday",2012-10-02
"548",0,"2012-10-02",2135,"Tuesday",2012-10-02
"549",0,"2012-10-02",2140,"Tuesday",2012-10-02
"550",0,"2012-10-02",2145,"Tuesday",2012-10-02
"551",0,"2012-10-02",2150,"Tuesday",2012-10-02
"552",0,"2012-10-02",2155,"Tuesday",2012-10-02
"553",0,"2012-10-02",2200,"Tuesday",2012-10-02
"554",0,"2012-10-02",2205,"Tuesday",2012-10-02
"555",117,"2012-10-02",2210,"Tuesday",2012-10-02
"556",9,"2012-10-02",2215,"Tuesday",2012-10-02
"557",0,"2012-10-02",2220,"Tuesday",2012-10-02
"558",0,"2012-10-02",2225,"Tuesday",2012-10-02
"559",0,"2012-10-02",2230,"Tuesday",2012-10-02
"560",0,"2012-10-02",2235,"Tuesday",2012-10-02
"561",0,"2012-10-02",2240,"Tuesday",2012-10-02
"562",0,"2012-10-02",2245,"Tuesday",2012-10-02
"563",0,"2012-10-02",2250,"Tuesday",2012-10-02
"564",0,"2012-10-02",2255,"Tuesday",2012-10-02
"565",0,"2012-10-02",2300,"Tuesday",2012-10-02
"566",0,"2012-10-02",2305,"Tuesday",2012-10-02
"567",0,"2012-10-02",2310,"Tuesday",2012-10-02
"568",0,"2012-10-02",2315,"Tuesday",2012-10-02
"569",0,"2012-10-02",2320,"Tuesday",2012-10-02
"570",0,"2012-10-02",2325,"Tuesday",2012-10-02
"571",0,"2012-10-02",2330,"Tuesday",2012-10-02
"572",0,"2012-10-02",2335,"Tuesday",2012-10-02
"573",0,"2012-10-02",2340,"Tuesday",2012-10-02
"574",0,"2012-10-02",2345,"Tuesday",2012-10-02
"575",0,"2012-10-02",2350,"Tuesday",2012-10-02
"576",0,"2012-10-02",2355,"Tuesday",2012-10-02
"577",0,"2012-10-03",0,"Wednesday",2012-10-03
"578",0,"2012-10-03",5,"Wednesday",2012-10-03
"579",0,"2012-10-03",10,"Wednesday",2012-10-03
"580",0,"2012-10-03",15,"Wednesday",2012-10-03
"581",0,"2012-10-03",20,"Wednesday",2012-10-03
"582",0,"2012-10-03",25,"Wednesday",2012-10-03
"583",0,"2012-10-03",30,"Wednesday",2012-10-03
"584",0,"2012-10-03",35,"Wednesday",2012-10-03
"585",0,"2012-10-03",40,"Wednesday",2012-10-03
"586",0,"2012-10-03",45,"Wednesday",2012-10-03
"587",0,"2012-10-03",50,"Wednesday",2012-10-03
"588",0,"2012-10-03",55,"Wednesday",2012-10-03
"589",0,"2012-10-03",100,"Wednesday",2012-10-03
"590",0,"2012-10-03",105,"Wednesday",2012-10-03
"591",0,"2012-10-03",110,"Wednesday",2012-10-03
"592",0,"2012-10-03",115,"Wednesday",2012-10-03
"593",0,"2012-10-03",120,"Wednesday",2012-10-03
"594",0,"2012-10-03",125,"Wednesday",2012-10-03
"595",0,"2012-10-03",130,"Wednesday",2012-10-03
"596",0,"2012-10-03",135,"Wednesday",2012-10-03
"597",0,"2012-10-03",140,"Wednesday",2012-10-03
"598",0,"2012-10-03",145,"Wednesday",2012-10-03
"599",0,"2012-10-03",150,"Wednesday",2012-10-03
"600",0,"2012-10-03",155,"Wednesday",2012-10-03
"601",0,"2012-10-03",200,"Wednesday",2012-10-03
"602",0,"2012-10-03",205,"Wednesday",2012-10-03
"603",0,"2012-10-03",210,"Wednesday",2012-10-03
"604",0,"2012-10-03",215,"Wednesday",2012-10-03
"605",0,"2012-10-03",220,"Wednesday",2012-10-03
"606",0,"2012-10-03",225,"Wednesday",2012-10-03
"607",0,"2012-10-03",230,"Wednesday",2012-10-03
"608",0,"2012-10-03",235,"Wednesday",2012-10-03
"609",0,"2012-10-03",240,"Wednesday",2012-10-03
"610",0,"2012-10-03",245,"Wednesday",2012-10-03
"611",0,"2012-10-03",250,"Wednesday",2012-10-03
"612",0,"2012-10-03",255,"Wednesday",2012-10-03
"613",0,"2012-10-03",300,"Wednesday",2012-10-03
"614",0,"2012-10-03",305,"Wednesday",2012-10-03
"615",0,"2012-10-03",310,"Wednesday",2012-10-03
"616",0,"2012-10-03",315,"Wednesday",2012-10-03
"617",0,"2012-10-03",320,"Wednesday",2012-10-03
"618",0,"2012-10-03",325,"Wednesday",2012-10-03
"619",0,"2012-10-03",330,"Wednesday",2012-10-03
"620",0,"2012-10-03",335,"Wednesday",2012-10-03
"621",0,"2012-10-03",340,"Wednesday",2012-10-03
"622",0,"2012-10-03",345,"Wednesday",2012-10-03
"623",0,"2012-10-03",350,"Wednesday",2012-10-03
"624",0,"2012-10-03",355,"Wednesday",2012-10-03
"625",0,"2012-10-03",400,"Wednesday",2012-10-03
"626",0,"2012-10-03",405,"Wednesday",2012-10-03
"627",4,"2012-10-03",410,"Wednesday",2012-10-03
"628",0,"2012-10-03",415,"Wednesday",2012-10-03
"629",0,"2012-10-03",420,"Wednesday",2012-10-03
"630",0,"2012-10-03",425,"Wednesday",2012-10-03
"631",36,"2012-10-03",430,"Wednesday",2012-10-03
"632",0,"2012-10-03",435,"Wednesday",2012-10-03
"633",0,"2012-10-03",440,"Wednesday",2012-10-03
"634",0,"2012-10-03",445,"Wednesday",2012-10-03
"635",0,"2012-10-03",450,"Wednesday",2012-10-03
"636",0,"2012-10-03",455,"Wednesday",2012-10-03
"637",0,"2012-10-03",500,"Wednesday",2012-10-03
"638",0,"2012-10-03",505,"Wednesday",2012-10-03
"639",0,"2012-10-03",510,"Wednesday",2012-10-03
"640",0,"2012-10-03",515,"Wednesday",2012-10-03
"641",0,"2012-10-03",520,"Wednesday",2012-10-03
"642",0,"2012-10-03",525,"Wednesday",2012-10-03
"643",0,"2012-10-03",530,"Wednesday",2012-10-03
"644",25,"2012-10-03",535,"Wednesday",2012-10-03
"645",0,"2012-10-03",540,"Wednesday",2012-10-03
"646",0,"2012-10-03",545,"Wednesday",2012-10-03
"647",90,"2012-10-03",550,"Wednesday",2012-10-03
"648",411,"2012-10-03",555,"Wednesday",2012-10-03
"649",413,"2012-10-03",600,"Wednesday",2012-10-03
"650",415,"2012-10-03",605,"Wednesday",2012-10-03
"651",519,"2012-10-03",610,"Wednesday",2012-10-03
"652",529,"2012-10-03",615,"Wednesday",2012-10-03
"653",613,"2012-10-03",620,"Wednesday",2012-10-03
"654",562,"2012-10-03",625,"Wednesday",2012-10-03
"655",612,"2012-10-03",630,"Wednesday",2012-10-03
"656",534,"2012-10-03",635,"Wednesday",2012-10-03
"657",323,"2012-10-03",640,"Wednesday",2012-10-03
"658",600,"2012-10-03",645,"Wednesday",2012-10-03
"659",533,"2012-10-03",650,"Wednesday",2012-10-03
"660",251,"2012-10-03",655,"Wednesday",2012-10-03
"661",56,"2012-10-03",700,"Wednesday",2012-10-03
"662",0,"2012-10-03",705,"Wednesday",2012-10-03
"663",32,"2012-10-03",710,"Wednesday",2012-10-03
"664",80,"2012-10-03",715,"Wednesday",2012-10-03
"665",10,"2012-10-03",720,"Wednesday",2012-10-03
"666",9,"2012-10-03",725,"Wednesday",2012-10-03
"667",145,"2012-10-03",730,"Wednesday",2012-10-03
"668",46,"2012-10-03",735,"Wednesday",2012-10-03
"669",0,"2012-10-03",740,"Wednesday",2012-10-03
"670",44,"2012-10-03",745,"Wednesday",2012-10-03
"671",126,"2012-10-03",750,"Wednesday",2012-10-03
"672",42,"2012-10-03",755,"Wednesday",2012-10-03
"673",138,"2012-10-03",800,"Wednesday",2012-10-03
"674",53,"2012-10-03",805,"Wednesday",2012-10-03
"675",0,"2012-10-03",810,"Wednesday",2012-10-03
"676",0,"2012-10-03",815,"Wednesday",2012-10-03
"677",22,"2012-10-03",820,"Wednesday",2012-10-03
"678",57,"2012-10-03",825,"Wednesday",2012-10-03
"679",161,"2012-10-03",830,"Wednesday",2012-10-03
"680",19,"2012-10-03",835,"Wednesday",2012-10-03
"681",15,"2012-10-03",840,"Wednesday",2012-10-03
"682",0,"2012-10-03",845,"Wednesday",2012-10-03
"683",16,"2012-10-03",850,"Wednesday",2012-10-03
"684",0,"2012-10-03",855,"Wednesday",2012-10-03
"685",0,"2012-10-03",900,"Wednesday",2012-10-03
"686",8,"2012-10-03",905,"Wednesday",2012-10-03
"687",0,"2012-10-03",910,"Wednesday",2012-10-03
"688",51,"2012-10-03",915,"Wednesday",2012-10-03
"689",516,"2012-10-03",920,"Wednesday",2012-10-03
"690",245,"2012-10-03",925,"Wednesday",2012-10-03
"691",0,"2012-10-03",930,"Wednesday",2012-10-03
"692",161,"2012-10-03",935,"Wednesday",2012-10-03
"693",7,"2012-10-03",940,"Wednesday",2012-10-03
"694",0,"2012-10-03",945,"Wednesday",2012-10-03
"695",0,"2012-10-03",950,"Wednesday",2012-10-03
"696",0,"2012-10-03",955,"Wednesday",2012-10-03
"697",0,"2012-10-03",1000,"Wednesday",2012-10-03
"698",0,"2012-10-03",1005,"Wednesday",2012-10-03
"699",0,"2012-10-03",1010,"Wednesday",2012-10-03
"700",0,"2012-10-03",1015,"Wednesday",2012-10-03
"701",0,"2012-10-03",1020,"Wednesday",2012-10-03
"702",0,"2012-10-03",1025,"Wednesday",2012-10-03
"703",0,"2012-10-03",1030,"Wednesday",2012-10-03
"704",0,"2012-10-03",1035,"Wednesday",2012-10-03
"705",0,"2012-10-03",1040,"Wednesday",2012-10-03
"706",0,"2012-10-03",1045,"Wednesday",2012-10-03
"707",0,"2012-10-03",1050,"Wednesday",2012-10-03
"708",0,"2012-10-03",1055,"Wednesday",2012-10-03
"709",0,"2012-10-03",1100,"Wednesday",2012-10-03
"710",0,"2012-10-03",1105,"Wednesday",2012-10-03
"711",0,"2012-10-03",1110,"Wednesday",2012-10-03
"712",0,"2012-10-03",1115,"Wednesday",2012-10-03
"713",0,"2012-10-03",1120,"Wednesday",2012-10-03
"714",0,"2012-10-03",1125,"Wednesday",2012-10-03
"715",0,"2012-10-03",1130,"Wednesday",2012-10-03
"716",72,"2012-10-03",1135,"Wednesday",2012-10-03
"717",73,"2012-10-03",1140,"Wednesday",2012-10-03
"718",0,"2012-10-03",1145,"Wednesday",2012-10-03
"719",0,"2012-10-03",1150,"Wednesday",2012-10-03
"720",116,"2012-10-03",1155,"Wednesday",2012-10-03
"721",97,"2012-10-03",1200,"Wednesday",2012-10-03
"722",0,"2012-10-03",1205,"Wednesday",2012-10-03
"723",0,"2012-10-03",1210,"Wednesday",2012-10-03
"724",0,"2012-10-03",1215,"Wednesday",2012-10-03
"725",0,"2012-10-03",1220,"Wednesday",2012-10-03
"726",0,"2012-10-03",1225,"Wednesday",2012-10-03
"727",15,"2012-10-03",1230,"Wednesday",2012-10-03
"728",0,"2012-10-03",1235,"Wednesday",2012-10-03
"729",0,"2012-10-03",1240,"Wednesday",2012-10-03
"730",0,"2012-10-03",1245,"Wednesday",2012-10-03
"731",0,"2012-10-03",1250,"Wednesday",2012-10-03
"732",0,"2012-10-03",1255,"Wednesday",2012-10-03
"733",80,"2012-10-03",1300,"Wednesday",2012-10-03
"734",69,"2012-10-03",1305,"Wednesday",2012-10-03
"735",0,"2012-10-03",1310,"Wednesday",2012-10-03
"736",0,"2012-10-03",1315,"Wednesday",2012-10-03
"737",0,"2012-10-03",1320,"Wednesday",2012-10-03
"738",0,"2012-10-03",1325,"Wednesday",2012-10-03
"739",0,"2012-10-03",1330,"Wednesday",2012-10-03
"740",0,"2012-10-03",1335,"Wednesday",2012-10-03
"741",0,"2012-10-03",1340,"Wednesday",2012-10-03
"742",99,"2012-10-03",1345,"Wednesday",2012-10-03
"743",100,"2012-10-03",1350,"Wednesday",2012-10-03
"744",0,"2012-10-03",1355,"Wednesday",2012-10-03
"745",0,"2012-10-03",1400,"Wednesday",2012-10-03
"746",33,"2012-10-03",1405,"Wednesday",2012-10-03
"747",0,"2012-10-03",1410,"Wednesday",2012-10-03
"748",0,"2012-10-03",1415,"Wednesday",2012-10-03
"749",7,"2012-10-03",1420,"Wednesday",2012-10-03
"750",0,"2012-10-03",1425,"Wednesday",2012-10-03
"751",0,"2012-10-03",1430,"Wednesday",2012-10-03
"752",0,"2012-10-03",1435,"Wednesday",2012-10-03
"753",0,"2012-10-03",1440,"Wednesday",2012-10-03
"754",0,"2012-10-03",1445,"Wednesday",2012-10-03
"755",0,"2012-10-03",1450,"Wednesday",2012-10-03
"756",0,"2012-10-03",1455,"Wednesday",2012-10-03
"757",0,"2012-10-03",1500,"Wednesday",2012-10-03
"758",0,"2012-10-03",1505,"Wednesday",2012-10-03
"759",0,"2012-10-03",1510,"Wednesday",2012-10-03
"760",0,"2012-10-03",1515,"Wednesday",2012-10-03
"761",0,"2012-10-03",1520,"Wednesday",2012-10-03
